0,1409181129,1409181129,4096,,,,,,,
1,1409181130,1409181130,4096,,,,,,max delay,max buffer
2,1409181130,1409181130,4096,0.005290031,0.005350113,,,6.00815E-05,0.00019002,61440
3,1409181130,1409181130,4096,0.010560036,0.010650158,777228.9714,772823.625,9.01222E-05,,
4,1409181130,1409181130,4096,0.01583004,0.015890121,777228.9714,781684.8296,6.00815E-05,,
5,1409181130,1409181130,4096,0.021100044,0.021160126,777228.9714,777228.9714,6.00815E-05,,
6,1409181130,1409181130,4096,0.026400089,0.026460171,772823.625,772823.625,6.00815E-05,,
7,1409181130,1409181130,4096,0.031670094,0.031729937,777228.9714,777264.1354,5.98431E-05,,
8,1409181130,1409181130,4096,0.036940098,0.036999941,777228.9714,777228.9714,5.98431E-05,,
9,1409181130,1409181130,4096,0.042210102,0.042269945,777228.9714,777228.9714,5.98431E-05,,
10,1409181130,1409181130,4096,0.047470093,0.047529936,778708.6023,778708.6023,5.98431E-05,,
11,1409181130,1409181130,4096,0.052710056,0.052770138,781684.8296,781649.2645,6.00815E-05,,
12,1409181130,1409181130,4096,0.057980061,0.058040142,777228.9714,777228.9714,6.00815E-05,,
13,1409181130,1409181130,4096,0.063250065,0.063310146,777228.9714,777228.9714,6.00815E-05,,
14,1409181130,1409181130,4096,0.068510056,0.068570137,778708.6023,778708.6023,6.00815E-05,,
15,1409181130,1409181130,4096,0.073770046,0.073830128,778708.6023,778708.6023,6.00815E-05,,
16,1409181130,1409181130,4096,0.079040051,0.079090118,777228.9714,778708.6023,5.00679E-05,,
17,1409181130,1409181130,4096,0.084320068,0.084390163,775754.9528,772823.625,7.00951E-05,,
18,1409181130,1409181130,4096,0.089590073,0.089650154,777228.9714,778708.6023,6.00815E-05,,
19,1409181130,1409181130,4096,0.094860077,0.094920158,777228.9714,777228.9714,6.00815E-05,,
20,1409181130,1409181130,4096,0.100120068,0.100180149,778708.6023,778708.6023,6.00815E-05,,
21,1409181130,1409181130,4096,0.105380058,0.10544014,778708.6023,778708.6023,6.00815E-05,,
22,1409181130,1409181130,4096,0.110640049,0.11070013,778708.6023,778708.6023,6.00815E-05,,
23,1409181130,1409181130,4096,0.11590004,0.115960121,778708.6023,778708.6023,6.00815E-05,,
24,1409181130,1409181130,4096,0.12116003,0.121220112,778708.6023,778708.6023,6.00815E-05,,
25,1409181130,1409181130,4096,0.126450062,0.126510143,774286.5145,774286.5145,6.00815E-05,,
26,1409181130,1409181130,4096,0.131710052,0.131770134,778708.6023,778708.6023,6.00815E-05,,
27,1409181130,1409181130,4096,0.136970043,0.137030125,778708.6023,778708.6023,6.00815E-05,,
28,1409181130,1409181130,4096,0.142230034,0.142290115,778708.6023,778708.6023,6.00815E-05,,
29,1409181130,1409181130,4096,0.147490025,0.147550106,778708.6023,778708.6023,6.00815E-05,,
30,1409181130,1409181130,4096,0.152750015,0.15282011,778708.6023,777228.9714,7.00951E-05,,
