0,1409181134,4096,,,
1,1409181134,4096,,,max buffer
2,1409181134,4096,0.005169868,,61440
3,1409181134,4096,0.010439873,777228.9714,
4,1409181135,4096,,,
5,1409181135,4096,,,
6,1409181135,4096,,,
7,1409181135,4096,,,
8,1409181135,4096,,,
9,1409181135,4096,,,
10,1409181135,4096,,,
11,1409181135,4096,,,
12,1409181135,4096,,,
13,1409181135,4096,,,
14,1409181135,4096,,,
15,1409181135,4096,,,
16,1409181135,4096,,,
17,1409181135,4096,,,
18,1409181135,4096,,,
19,1409181135,4096,,,
20,1409181135,4096,,,
21,1409181135,4096,,,
22,1409181135,4096,,,
23,1409181135,4096,,,
24,1409181135,4096,,,
25,1409181135,4096,,,
26,1409181135,4096,,,
27,1409181135,4096,,,
28,1409181135,4096,,,
29,1409181135,4096,,,
30,1409181135,4096,,,
31,1409181135,4096,,,
32,1409181135,4096,,,
34,1409181135,4096,,,
35,1409181135,4096,,,
36,1409181135,4096,,,
37,1409181135,4096,,,
38,1409181135,4096,,,
39,1409181135,4096,,,
40,1409181135,4096,,,
41,1409181135,4096,,,
43,1409181135,4096,,,
44,1409181135,4096,,,
45,1409181135,4096,,,
46,1409181135,4096,,,
47,1409181135,4096,,,
48,1409181135,4096,,,
49,1409181135,4096,,,
50,1409181135,4096,,,
52,1409181135,4096,,,
53,1409181135,4096,,,
54,1409181135,4096,,,
55,1409181135,4096,,,
56,1409181135,4096,,,
57,1409181135,4096,,,
58,1409181135,4096,,,
60,1409181135,4096,,,
61,1409181135,4096,,,
62,1409181135,4096,,,
63,1409181135,4096,,,
64,1409181135,4096,,,
65,1409181135,4096,,,
66,1409181135,4096,,,
67,1409181135,4096,,,
69,1409181135,4096,,,
70,1409181135,4096,,,
71,1409181135,4096,,,
72,1409181135,4096,,,
73,1409181135,4096,,,
74,1409181135,4096,,,
75,1409181135,4096,,,
76,1409181135,4096,,,
78,1409181135,4096,,,
79,1409181135,4096,,,
80,1409181135,4096,,,
81,1409181135,4096,,,
82,1409181135,4096,,,
83,1409181135,4096,,,
84,1409181135,4096,,,
85,1409181135,4096,,,
87,1409181135,4096,,,
88,1409181135,4096,,,
